urls,content,300DaysOfData
/feed/update/urn:li:activity:6833218577445732352/,"🏆 Day 246 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Exploding and Disappearing Activations, Matrix Multiplication, Architecture of Long                    Short Term Memory and RNN, Sigmoid and Tanh Function, Hidden State and Cell State, Forget Gate,                    Input Gate, Cell Gate and Output Gate, Chunk Method and few more topics related to the same from                    here. 📗 Notebook:🔰 Language Model from Scratch                    : https://lnkd.in/gVsiHSHQ📈 I have presented the implementation Long Short Term Memory                    using Fastai and PyTorch here in the snapshot. I hope you will gain some insights and work on the                    same. I hope you will also spend some time learning the topics from the Book mentioned below.                    Excited about the days ahead !!📚 Deep Learning for Coders with Fastai and PyTorch📒                    Journey on Machine Learning and Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai                    : https://lnkd.in/dfDtfjs🖋📋 Notes :Tanh is just a Sigmoid function                    rescaled to the range of -1 and                    1.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday #computervision #python #ai",True
/feed/update/urn:li:activity:6832855846569943040/,"🏆 Day 245 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Creating More Signal or Sequence, Cross Entropy Loss Function and Flatten Method,                    Multilayer Recurrent Neural Networks and Activations, Unrolled Representation, Stack and few more                    topics related to the same from here. 📗 Notebook:🔰 Language Model from Scratch                    : https://lnkd.in/gVsiHSHQ📈 I have presented the implementation Creating more Signal                    and Multilayer Recurrent Neural Network using Fastai and PyTorch here in the snapshot. I hope you                    will gain some insights and work on the same. I hope you will also spend some time learning the                    topics from the Book mentioned below. Excited about the days ahead !!📚 Deep Learning for                    Coders with Fastai and PyTorch📒 Journey on Machine Learning and Deep Learning                    : https://lnkd.in/d-aDKvq📒 Fastai : https://lnkd.in/dfDtfjs🖋📋 Notes                    :The single layer Recurrent Neural Network performed better than Multilayer                    Recurrent Neural Network because a deeper model leads to exploding and vanishing                    activations.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday #computervision #python #ai",True
/feed/update/urn:li:activity:6832493001026105344/,"🏆 Day 244 of #300DaysOfData!📑 Backpropagation Through Time :Backpropagation                    through Time is a process of treating a neural network with effectively one layer per time step                    as one big model and calculating gradients on it in the usual way. The BPTT technique is                    used to avoid running out of memory and time which detaches the history of computation steps in the                    hidden state every few time steps.🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Backpropagation Through Time, LMDataLoader Object and Arranging the Dataset,                    Creating Data Loaders, Callbacks and Reset Method, Creating More Signal and few more topics related                    to the same from here. 📗 Notebook:🔰 Language Model from Scratch                    : https://lnkd.in/gVsiHSHQ📈 I have presented the implementation of Arranging Dataset,                    Creating Data Loaders, Callbacks and Reset Method using Fastai and PyTorch here in the snapshot. I                    hope you will gain some insights and work on the same. I hope you will also spend some time learning                    the topics from the Book mentioned below. Excited about the days ahead !!📚 Deep Learning                    for Coders with Fastai and PyTorch📒 Journey on Machine Learning and Deep Learning                    : https://lnkd.in/d-aDKvq📒 Fastai : https://lnkd.in/dfDtfjs🖋📋 Notes                    :Hidden State is defined as the activations that are updated at each step of a recurrent                    neural                    network.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday #computervision #python #ai",True
/feed/update/urn:li:activity:6832133072352227328/,"🏆 Day 243 of #300DaysOfData!📑 Backpropagation Through Time : Backpropagation                    through Time is a process of treating a neural network with effectively one layer per time step                    as one big model and calculating gradients on it in the usual way. The BPTT technique is                    used to avoid running out of memory and time which detaches the history of computation steps in the                    hidden state every few time steps.🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Recurrent Neural Networks, Hidden State of NN, Improving the RNN, Maintaining the                    State of RNN, Unrolled Representation, Backpropagation and Derivatives, Detach Method, Stateful RNN,                    Backpropagation Through Time and few more topics related to the same from here. 📗                    Notebook:🔰 Language Model from Scratch : https://lnkd.in/gVsiHSHQ📈 I have                    presented the implementation of Recurrent Neural Networks and Language Model using Fastai and                    PyTorch here in the snapshot. I hope you will gain some insights and work on the same. I hope you                    will also spend some time learning the topics from the Book mentioned below. Excited about the days                    ahead !!📚 Deep Learning for Coders with Fastai and PyTorch📒 Journey on Machine                    Learning and Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai                    : https://lnkd.in/dfDtfjs🖋📋 Notes :Hidden State is defined as the                    activations that are updated at each step of a recurrent neural                    network.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday #computervision #python #ai",True
/feed/update/urn:li:activity:6831788480637497344/,"🏆 Day 242 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Language Model from Scratch using PyTorch, Sequence Tensors, Creating Data Loaders                    and Batchsize, Neural Network Architecture and Linear Layers, Words Embeddings and Activations,                    Weight Matrix, Creating Learner and Training and few more topics related to the same from here.                    📗 Notebook:🔰 Language Model from Scratch : https://lnkd.in/gVsiHSHQ📈 I                    have presented the implementation of Creating Data Loaders, Language Model from Scratch and Training                    using Fastai and PyTorch here in the snapshot. I hope you will gain some insights and work on the                    same. I hope you will also spend some time learning the topics from the Book mentioned below.                    Excited about the days ahead !!📚 Deep Learning for Coders with Fastai and PyTorch📒                    Journey on Machine Learning and Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai                    : https://lnkd.in/dfDtfjs🖋📋 Notes : I will create neural network architecture                    that takes three words as input and returns the predictions of the probability of each possible next                    word in the vocab. I will use three standard linear layers. The first linear layer will use only the                    first words embedding as activations. The second layer will use the second words embedding plus the                    first layers output activations and the third layer will use the third words embedding plus the                    second layers output activations. The key effect is that every word is interpreted in the                    information context of any words preceding it. Each of these three layers will use the same weight                    matrix.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday #computervision #python #ai",True
/feed/update/urn:li:activity:6831463849833721857/,"🏆 Day 241 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Language Model from Scratch, Data Concatenation and Tokenization, Vocabulary and                    Numericalization, Neural Networks, Independent Variables and Dependent Variable, Sequence of Tensors                    and few more topics related to the same from here. 📗 Notebook:🔰 Language Model from                    Scratch : https://lnkd.in/gVsiHSHQ📈 I have presented the implementation of Preparing                    Sequence of Tensors for Language Model using Fastai and PyTorch here in the snapshot. I hope you                    will gain some insights and work on the same. I hope you will also spend some time learning the                    topics from the Book mentioned below. Excited about the days ahead !!📚 Deep Learning for                    Coders with Fastai and PyTorch📒 Journey on Machine Learning and Deep Learning                    : https://lnkd.in/d-aDKvq📒 Fastai                    : https://lnkd.in/dfDtfjs#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday #computervision #python #ai",True
/feed/update/urn:li:activity:6831100108260577280/,"🏆 Day 240 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Siamese Transform Object, Random Splitting, Transformed Collections and Datasets                    Class, Data Loaders, ToTensor and IntToFloatTensor Methods, Data and Batch Normalization and few                    more topics related to the same from here. 📗 Notebook:🔰 Data Munging                    : https://lnkd.in/dnGva577📈 I have presented the implementation of Siamese Transform                    Object and Data Augmentation using Fastai and PyTorch here in the snapshot. I hope you will gain                    some insights and work on the same. I hope you will also spend some time learning the topics from                    the Book mentioned below. Excited about the days ahead !!📚 Deep Learning for Coders with                    Fastai and PyTorch📒 Journey on Machine Learning and Deep Learning                    : https://lnkd.in/d-aDKvq📒 Fastai : https://lnkd.in/dfDtfjs🖋📋                    Notes:ToTensor method converts images to tensors. IntToFloatTensor method converts the                    tensor of images containing the integers from 0 to 255 to a tensor of floats and divide by 255 to                    make values between 0 and                    1.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday #computervision #python #ai",True
/feed/update/urn:li:activity:6830711091400601600/,"🏆 Day 239 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Applying Mid Level Data API for Siamese Pair and Computer Vision, Data Loaders,                    Transforms and Resizing Images, Data Augmentation, Subclasses, Transformed Collections and few more                    topics related to the same from here. 📗 Notebook:🔰 Data Munging                    : https://lnkd.in/dnGva577📈 I have presented the implementation of Siamese Image                    Object and Data Augmentation using Fastai and PyTorch here in the snapshot. I hope you will gain                    some insights and work on the same. I hope you will also spend some time learning the topics from                    the Book mentioned below. Excited about the days ahead !!📚 Deep Learning for Coders with                    Fastai and PyTorch📒 Journey on Machine Learning and Deep Learning                    : https://lnkd.in/d-aDKvq📒 Fastai : https://lnkd.in/dfDtfjs🖋📋                    Notes:Datasets class will apply two or more pipelines in parallel to the same raw object and                    build a tuple with the result. It will automatically do the setup and index into                    a Datasets.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday                    #computervision #python #ai",True
/feed/update/urn:li:activity:6830377548917047296/,"🏆 Day 238 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Datasets Class, Transformed Collections, Pipelines, Categorize Method, Data Loaders                    and Data Block, Text Block, Partial Function, Category Block and few more topics related to the same                    from here. 📗 Notebook:🔰 Data Munging : https://lnkd.in/dnGva577📈 I have                    presented the implementation of Datasets Class, Transformed Collections and Data Loaders using                    Fastai and PyTorch here in the snapshot. I hope you will gain some insights and work on the same. I                    hope you will also spend some time learning the topics from the Book mentioned below. Excited about                    the days ahead !!📚 Deep Learning for Coders with Fastai and PyTorch📒 Journey on                    Machine Learning and Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai                    : https://lnkd.in/dfDtfjs🖋📋 Notes:Datasets class will apply two or more pipelines                    in parallel to the same raw object and build a tuple with the result. It will automatically do the                    setup and index into                    a Datasets.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6830004103175798784/,"🏆 Day 237 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Data Munging, Decorator, Pipeline Method, Transformed Collections, Training and                    Validation Set, Data Loaders Object, Categorize Method, Transformations and few more topics related                    to the same from here. 📗 Notebook:🔰 Data Munging                    : https://lnkd.in/dnGva577📈 I have presented the implementation of Pipeline Class and                    Transformed Collections using Fastai and PyTorch here in the snapshot. I hope you will gain some                    insights and work on the same. I hope you will also spend some time learning the topics from the                    Book mentioned below. Excited about the days ahead !!📚 Deep Learning for Coders with Fastai                    and PyTorch📒 Journey on Machine Learning and Deep Learning : https://lnkd.in/d-aDKvq📒                    Fastai : https://lnkd.in/dfDtfjs🖋📋 Notes: Pipeline class helps to compose                    several Transforms together.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6829292887335821313/,"🏆 Day 236 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Data Munging with Fastai, Tokenization and Numericalization, Creating Data Loaders                    and Data Block, Mid Level API, Transforms, Decode Method, Data Augmentation, Cropping and Padding                    and few more topics related to the same from here. 📗 Notebook:🔰 Data Munging :                    https://lnkd.in/dnGva577📈 I have presented the implementation of Training Text Classifier                    Model using Discriminative Learning Rates and Gradual Unfreezing using Fastai and PyTorch here in                    the snapshot. I hope you will gain some insights and work on the same. I hope you will also spend                    some time learning the topics from the Book mentioned below. Excited about the days ahead                    !!📚 Deep Learning for Coders with Fastai and PyTorch📒 Journey on Machine Learning and                    Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai                    : https://lnkd.in/dfDtfjs#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6828942841591558145/,"🏆 Day 235 of #300DaysOfData!📑 Encoder : Encoder is defined as the model                    which doesn't contain task specific final layers. The term Encoder means much the same                    thing as body when applied to vision CNN but Encoder tends to be more used for                    NLP and generative models.🎯 On my Journey of Machine Learning and Deep Learning, I have                    read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I have                    read about Encoder Model, Text Generation and Classification, Creating the Classifier Data Loaders,                    Embeddings, Data Augmentation, Fine Tuning the Classifier, Discriminative Learning Rates and Gradual                    Unfreezing, Disinformation and Language Models and few more topics related to the same from here.                    📗 Notebook:🔰 Natural Language Processing : https://lnkd.in/dHhUziz📈 I                    have presented the implementation of Training Text Classifier Model using Discriminative Learning                    Rates and Gradual Unfreezing using Fastai and PyTorch here in the snapshot. I hope you will gain                    some insights and work on the same. I hope you will also spend some time learning the topics from                    the Book mentioned below. Excited about the days ahead !!📚 Deep Learning for Coders with                    Fastai and PyTorch📒 Journey on Machine Learning and Deep Learning                    : https://lnkd.in/d-aDKvq📒 Fastai : https://lnkd.in/dfDtfjs📋🖋 Notes :I                    will train the Text Classifier with discriminative learning rates and gradual unfreezing. In                    computer vision unfreezing the model at once is common approach but for NLP                    Classifier unfreezing a few layers at a time will make a real                    difference.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6828580440027267072/,"🏆 Day 234 of #300DaysOfData!📑 Tokenization :Subword Tokenization splits                    words into smaller parts based on the most commonly occurring sub strings. Word                    Tokenization splits a sentence on spaces as well as applying language specific rules to try to                    separate parts of meaning even when there are no spaces. Subword Tokenization provides a way to                    easily scale between character tokenization i.e. using a small subword vocab and word tokenization                    i.e using a large subword vocab and handles every human language without needing language specific                    algorithms to be developed.🎯 On my Journey of Machine Learning and Deep Learning, I have                    read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I have                    read about Numericalization with Fastai, Embedding Matrices, Creating Batches for Language Model,                    Tokenization, Training a Text Classifier, Language Model using DataBlock, Data Loaders, Fine Tuning                    Language Model and Transfer Learning and few more topics related to the same from here. 📗                    Notebook:🔰 Natural Language Processing : https://lnkd.in/dHhUziz📈 I have                    presented the implementation of Creating Data Loaders and Data Block for Language Model using Fastai                    and PyTorch here in the snapshot. I hope you will gain some insights and work on the same. I hope                    you will also spend some time learning the topics from the Book mentioned below. Excited about the                    days ahead !!📚 Deep Learning for Coders with Fastai and PyTorch📒 Journey on Machine                    Learning and Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai                    : https://lnkd.in/dfDtfjs📋🖋 Notes :Numericalization is the process of                    mapping tokens to integers. It involves making a list of all possible levels of that categorical                    variable or the vocab and replacing each level with its index in the                    vocab.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6828204194089041920/,"🏆 Day 233 of #300DaysOfData!📑 Tokenization : Subword Tokenization splits                    words into smaller parts based on the most commonly occurring sub strings. Word                    Tokenization splits a sentence on spaces as well as applying language specific rules to try to                    separate parts of meaning even when there are no spaces. Subword Tokenization provides a way to                    easily scale between character tokenization i.e. using a small subword vocab and word tokenization                    i.e using a large subword vocab and handles every human language without needing language specific                    algorithms to be developed.🎯 On my Journey of Machine Learning and Deep Learning, I have                    read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I have                    read about Word Tokenization, Subword Tokenization, Setup Method, Vocabulary, Numericalization with                    Fastai, Embedding Matrices and few more topics related to the same from here. 📗                    Notebook:🔰 Natural Language Processing : https://lnkd.in/dHhUziz📈 I have                    presented the implementation of Subword Tokenization and Numericalization using Fastai and PyTorch                    here in the snapshot. I hope you will gain some insights and work on the same. I hope you will also                    spend some time learning the topics from the Book mentioned below. Excited about the days ahead                    !!📚 Deep Learning for Coders with Fastai and PyTorch📒 Journey on Machine Learning and                    Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai : https://lnkd.in/dfDtfjs📋🖋                    Notes :Numericalization is the process of mapping tokens to integers. It involves making a                    list of all possible levels of that categorical variable or the vocab and replacing each level with                    its index in the                    vocab.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6827861935418052608/,"🏆 Day 232 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about NLP and Language Model, Self Supervised Learning, Text Preprocessing, Tokenization,                    Numericalization and Embedding Matrix, Subword and Characters, Tokens and few more topics related to                    the same from here. 📗 Notebook:🔰 Natural Language Processing                    : https://lnkd.in/dHhUziz📈 I have presented the implementation of Loading the Data and                    Word Tokenization using Fastai and PyTorch here in the snapshot. I hope you will gain some insights                    and work on the same. I hope you will also spend some time learning the topics from the Book                    mentioned below. Excited about the days ahead !!📚 Deep Learning for Coders with Fastai and                    PyTorch📒 Journey on Machine Learning and Deep Learning : https://lnkd.in/d-aDKvq📒                    Fastai : https://lnkd.in/dfDtfjs📋🖋 Notes :Token is a element of a list                    created by the Tokenization process which could be a word, a part of a word or subword or                    a single                    character.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6827481348110880768/,"🏆 Day 231 of #300DaysOfData!📑 Random Forest :🔰 Random Forest Model just averages                    the predictions of a number of trees and therefore it can never predict values outside the range of                    the training data.🔰 Random Forests are not able to extrapolate outside the types of data                    i.e out of domain data.🎯 On my Journey of Machine Learning and Deep Learning, I have read                    and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I have read                    about Tabular Modeling and Neural Networks, Continuous and Categorical Features, Embedding Matrix,                    Mean Squared Error and Regression, Tabular Learner and Learning Rate, Ensembling, Bagging and                    Boosting, Combining Embeddings and few more topics related to the same from here. 📗                    Notebook:🔰 Tabular Modeling : https://lnkd.in/drqXM5U📈 I have presented the                    implementation of Tabular Modeling and Neural Networks and Ensembling using Fastai and PyTorch here                    in the snapshot. I hope you will gain some insights and work on the same. I hope you will also spend                    some time learning the topics from the Book mentioned below. Excited about the days ahead                    !!📚 Deep Learning for Coders with Fastai and PyTorch📒 Journey on Machine Learning and                    Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai : https://lnkd.in/dfDtfjs📋🖋                    Notes :Ensembling is the generalization technique in which the average of the predictions                    of several models are                    used.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6827132163356405760/,"🏆 Day 230 of #300DaysOfData!📋🖋 Notes :🔰 Random Forest Model just averages the                    predictions of a number of trees and therefore it can never predict values outside the range of the                    training data.🔰 Random Forests are not able to extrapolate outside the types of data i.e                    out of domain data.🎯 On my Journey of Machine Learning and Deep Learning, I have read and                    implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I have read                    about The Extrapolation Problem and Random Forest, Finding Out of Domain Data, Root Mean Squared                    Error and Feature Importance, Histograms and few more topics related to the same from here.                    📗 Notebook:🔰 Tabular Modeling : https://lnkd.in/drqXM5U📈 I have                    presented the implementation of Finding Out of Domain Data and RMSE using Fastai and PyTorch here in                    the snapshot. I hope you will gain some insights and work on the same. I hope you will also spend                    some time learning the topics from the Book mentioned below. Excited about the days ahead                    !!📚 Deep Learning for Coders with Fastai and PyTorch📒 Journey on Machine Learning and                    Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai                    : https://lnkd.in/dfDtfjs#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6826753785235312640/,"🏆 Day 229 of #300DaysOfData!📋🖋 Notes :🔰 Random Forest Model just averages the                    predictions of a number of trees and therefore it can never predict values outside the range of the                    training data.🔰 Random Forests are not able to extrapolate outside the types of data i.e                    out of domain data.🔰 Here prediction is simply the prediction that the Random                    Forest makes. Here bias is the prediction based on taking the mean of the dependent                    variable. Similarly contributions tells us the total change in prediction due to each of                    the independent variables.🎯 On my Journey of Machine Learning and Deep Learning, I have                    read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I have                    read about Tree Interpreter, Redundant Features, Waterfall Charts or Plots, Random Forest,                    Prediction, Bias and Contributions, The Extrapolation Problem, Unsqueeze Method, Out of Domain Data                    and few more topics related to the same from here. 📗 Notebook:🔰 Tabular Modeling                    : https://lnkd.in/drqXM5U📈 I have presented the implementation of Tree Interpreter,                    Waterfall Plots, Extrapolation Problem using Fastai and PyTorch here in the snapshot. I hope you                    will gain some insights and work on the same. I hope you will also spend some time learning the                    topics from the Book mentioned below. Excited about the days ahead !!📚 Deep Learning for                    Coders with Fastai and PyTorch📒 Journey on Machine Learning and Deep Learning                    : https://lnkd.in/d-aDKvq📒 Fastai                    : https://lnkd.in/dfDtfjs#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6826394779455111168/,"🏆 Day 228 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Removing Redundant Features, Determining Similarity, OOB Score, Partial Dependence                    Plots, Data Leakage, Root Mean Squared Error and few more topics related to the same from here.                    📗 Notebook:🔰 Tabular Modeling : https://lnkd.in/drqXM5U📈 I have                    presented the implementation of Removing Redundant Features and Partial Dependence Plots using                    Fastai and PyTorch here in the snapshot. I hope you will gain some insights and work on the same. I                    hope you will also spend some time learning the topics from the Book mentioned below. Excited about                    the days ahead !!📚 Deep Learning for Coders with Fastai and PyTorch📒 Journey on                    Machine Learning and Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai                    : https://lnkd.in/dfDtfjs📋🖋 Notes :Standard Deviation of predictions across                    the trees presents the relative confidence of predictions. The model is more consistent when                    the Standard Deviation is                    lower.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6826029489785462784/,"🏆 Day 227 of #300DaysOfData!💡 Random Forest :A Random Forest is a model                    that averages the predictions of a large number of decision trees which are generated by randomly                    varying various parameters that specify what data is used to train the tree and other tree                    parameters. Bagging is a particular approach to ensembling or combining the results of                    multiple models together.🎯 On my Journey of Machine Learning and Deep Learning, I have read                    and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I have read                    about Random Forest, Feature Importance, Removing Low Importance Variables, Removing Redundant                    Features, Determining Similarity of Features, Rank Correlation, OOB Score and few more topics                    related to the same from here. 📗 Notebook:🔰 Tabular Modeling                    : https://lnkd.in/drqXM5U📈 I have presented the implementation of Random Forest and                    Feature Importance using Fastai and PyTorch here in the snapshot. I hope you will gain some insights                    and work on the same. I hope you will also spend some time learning the topics from the Book                    mentioned below. Excited about the days ahead !!📚 Deep Learning for Coders with Fastai and                    PyTorch📒 Journey on Machine Learning and Deep Learning : https://lnkd.in/d-aDKvq📒                    Fastai : https://lnkd.in/dfDtfjs📋🖋 Notes :The Out of Bag                    Error or OOB error is a way of measuring prediction error in the training dataset by                    including in the calculation of a rows error trees only where that row was not included in the                    training.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6825677936973094914/,"🏆 Day 226 of #300DaysOfData!💡 Random Forest : A Random Forest is a                    model that averages the predictions of a large number of decision trees which are generated by                    randomly varying various parameters that specify what data is used to train the tree and other tree                    parameters. Bagging is a particular approach to ensembling or combining the results of                    multiple models together.🎯 On my Journey of Machine Learning and Deep Learning, I have read                    and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I have read                    about Categorical Variables, Random Forests and Bagging Predictors, Ensembling, Optimal Parameters,                    Out of Bag Error, Tree Variance for Prediction Confidence and Standard Deviation, Model                    Interpretation and few more topics related to the same from here. 📗 Notebook:🔰 Tabular                    Modeling : https://lnkd.in/drqXM5U📈 I have presented the implementation of Creating                    Random Forest and Model Interpretation using Fastai and PyTorch here in the snapshot. I hope you                    will gain some insights and work on the same. I hope you will also spend some time learning the                    topics from the Book mentioned below. Excited about the days ahead !!📚 Deep Learning for                    Coders with Fastai and PyTorch📒 Journey on Machine Learning and Deep Learning                    : https://lnkd.in/d-aDKvq📒 Fastai : https://lnkd.in/dfDtfjs📋🖋 Notes                    :The Out of Bag Error or OOB error is a way of measuring prediction error in                    the training dataset by including in the calculation of a rows error trees only where that row was                    not included in the                    training.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6825446028653813760/,"🏆 Day 225 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Tabular Modeling, Creating the Decision Tree, Leaf Nodes, Root Mean Squared Error,                    DTreeviz Library, Stopping Criterion, Overfitting and few more topics related to the same from here.                    📗 Notebook:🔰 Tabular Modeling : https://lnkd.in/drqXM5U📈 I have                    presented the implementation of Creating Decision Tree and Leaf Nodes using Fastai and PyTorch here                    in the snapshot. I hope you will gain some insights and work on the same. I hope you will also spend                    some time learning the topics from the Book mentioned below. Excited about the days ahead                    !!📚 Deep Learning for Coders with Fastai and PyTorch📒 Journey on Machine Learning and                    Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai : https://lnkd.in/dfDtfjs📋🖋                    Notes :max_card parameter in cont_cat_split function dictates what the maximum cardinality is                    number of categories or different values per variable. So anything with more than one unique value                    in this case will be a continuous                    variable.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence #learningeveryday",True
/feed/update/urn:li:activity:6824908442608648192/,"🏆 Day 224 of #300DaysOfData!🎯 On my Journey of Machine Learning and Deep Learning, I                    have read and implemented from the book ""Deep Learning for Coders with Fastai and PyTorch"". Here, I                    have read about Tabular Modeling, Categorical Embeddings, Continuous and Categorical Variables,                    Recommendation System, The Tabular Dataset, Ordinal Columns, Decision Trees, Handling Dates, Tabular                    Pandas and Tabular Proc Object and few more topics related to the same from here. 📗                    Notebook:🔰 Tabular Modeling : https://lnkd.in/drqXM5U📈 I have presented the                    implementation of Handling Dates, Tabular Pandas and Tabular Proc using Fastai and PyTorch here in                    the snapshot. I hope you will gain some insights and work on the same. I hope you will also spend                    some time learning the topics from the Book mentioned below. Excited about the days ahead                    !!📚 Deep Learning for Coders with Fastai and PyTorch📒 Journey on Machine Learning and                    Deep Learning : https://lnkd.in/d-aDKvq📒 Fastai : https://lnkd.in/dfDtfjs📋🖋                    Notes :max_card parameter in cont_cat_split function dictates what the maximum cardinality is                    number of categories or different values per variable. So anything with more than one unique value                    in this case will be a continuous                    variable.#66DaysOfData #machinelearning #deeplearning #fastai #datascience #artificialintelligence                    #learningeveryday",True
